"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).","Carcharhinidae","83183",NA,"Carchariniformes","34637",NA,"Aprionodon"
"538164","occurrence","51586","Galeocerdo aduncus","species","95928","Galeocerdo aduncus","species","95928","Tortonian","11.62","7.246","15083;15083","Galeocerdo",NA,"aduncus",NA,"Galeocerdo","34643","Chondrichthyes","34422","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).","Galeocerdidae","401092",NA,"Carchariniformes","34637",NA,NA
"538165","occurrence","51586","Sphyrna prisca","species","133193","Sphyrna prisca","species","133193","Tortonian","11.62","7.246","15083;15083","Sphyrna",NA,"prisca",NA,"Sphyrna","34664","Chondrichthyes","34422","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).","Sphyrnidae","83206",NA,"Carchariniformes","34637",NA,NA
"538166","occurrence","51586","Hemipristis serra","species","83182","Hemipristis serra","species","83182","Tortonian","11.62","7.246","15083;15083","Hemipristis",NA,"serra",NA,"Hemipristis","34646","Chondrichthyes","34422","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).","Hemigaleidae","83181",NA,"Carchariniformes","34637",NA,NA
"538167","occurrence","51586","Cybium sp.","genus","83291","Cybium","genus","83291","Tortonian","11.62","7.246","15083;15083","Cybium",NA,"sp.",NA,"Cybium","83291","Actinopteri","94889","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).","Scombridae","83286",NA,"Scombriformes","266114",NA,NA
"538168","occurrence","51586","Chelonia indet.",NA,"36325","Testudines","order","56475","Tortonian","11.62","7.246","15083;15083","Chelonia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).",NA,NA,NA,"Testudines","56475",NA,NA
"538169","occurrence","51586","Crocodylia indet.","unranked clade","38309","Crocodylia","unranked clade","96626","Tortonian","11.62","7.246","15083;15083","Crocodylia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","45.903057","-15.711944","MG",NA,NA,46.19,-18.19,"702",11.62,7.246,"99","99","99",NA,NA,NA,NA,NA,"lower terrigenous unit and upper nummulitic marl
Early late Miocene, about 10 Ma, or early Tortonian. For this locality, Ramihangihajason et al. (2014; see their Fig. 4, numbers 8, 15, 24) reported foraminiferal taxa and ages including: Ammonia cf. beccarii (early Miocene to Holocene), Alveolinella sp. (middle Miocene to Ho- locene), and Lepidocyclina sp. (Eocene– early Miocene).",NA,NA,NA,"Crocodylia","36582",NA,NA
"568476","occurrence","59691","Titanosaurus madagascariensis n. sp.","species","64324","Titanosaurus madagascariensis","species","64324","Maastrichtian","72.1","66","17093;17093","Titanosaurus",NA,"madagascariensis","n. sp.","Titanosaurus","38694","Saurischia","38505","Chordata","33815","46.507221","-15.945556","MG","Mahajanga","small collection",43.66,-36.6,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,NA,NA,NA,NA
"568477","occurrence","59692","Megalosaurus crenatissimus n. sp.","species","53959","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","17093;17093","Megalosaurus",NA,"crenatissimus","n. sp.","Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.564999","-15.923611","MG","Mahajanga","small collection",43.73,-36.58,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,"Abelisauridae","53942",NA,NA,NA,NA,NA
"568478","occurrence","59692","Chelonia indet.",NA,"36325","Testudines","order","56475","Maastrichtian","72.1","66","17093;17093","Chelonia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.564999","-15.923611","MG","Mahajanga","small collection",43.73,-36.58,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Testudines","56475",NA,NA
"568479","occurrence","59693","Titanosaurus madagascariensis n. sp.","species","64324","Titanosaurus madagascariensis","species","64324","Maastrichtian","72.1","66","17093;17093","Titanosaurus",NA,"madagascariensis","n. sp.","Titanosaurus","38694","Saurischia","38505","Chordata","33815","46.552502","-15.919722","MG","Mahajanga","small collection",43.72,-36.58,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,NA,NA,NA,NA
"636335","occurrence","68442","Dinosauria indet.","unranked clade","90099","Dinosauria","unranked clade","91968","Coniacian","89.8","83.6","19708;19708","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.599998","-16.183331","MG","Mahajanga","outcrop",41.91,-35.48,"702",89.8,83.6,"39","115","114","Ankazomihaboka",NA,"Ankazomihaboka",NA,"bed",NA,NA,NA,NA,"Eosuchia","37795","Santonian",NA
"636336","occurrence","68443","Dinosauria indet.","unranked clade","90099","Dinosauria","unranked clade","91968","Coniacian","89.8","83.6","19708;19708","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.599998","-16.183331","MG","Mahajanga","outcrop",41.91,-35.48,"702",89.8,83.6,"39","115","114","Ankazomihaboka",NA,"Ankazomihaboka",NA,"bed",NA,NA,NA,NA,"Eosuchia","37795","Santonian",NA
"636337","occurrence","68444","Dinosauria indet.","unranked clade","90099","Dinosauria","unranked clade","91968","Coniacian","89.8","83.6","19708;19708","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.533329","-16.150000","MG","Mahajanga","outcrop",41.84,-35.44,"702",89.8,83.6,"39","115","114","Ankazomihaboka",NA,"Ankazomihaboka",NA,"bed",NA,NA,NA,NA,"Eosuchia","37795","Santonian",NA
"646261","occurrence","39266","Dinosauria indet.","unranked clade","52775","Dinosauria","unranked clade","91968","Maastrichtian","72.1","66","23421;23421","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member",NA,NA,NA,"Eosuchia","37795",NA,NA
"648241","occurrence","70075","Selachii indet.","unranked clade","80574","Selachii","unranked clade","218949","Maastrichtian","72.1","66","23528;23528","Selachii",NA,"indet.",NA,NA,NA,"Chondrichthyes","34422","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Selachii","80574",NA,NA
"648242","occurrence","70075","Pycnodontidae indet.","family","210644","Pycnodontidae","family","210644","Maastrichtian","72.1","66","23528;23528","Pycnodontidae",NA,"indet.",NA,NA,NA,"Actinopteri","94889","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.","Pycnodontidae","63115",NA,"Pycnodontiformes","35167",NA,NA
"648243","occurrence","70075","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","23528;23528","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"648244","occurrence","70075","Lacertilia indet.","suborder","37832","Lacertilia","suborder","199119","Maastrichtian","72.1","66","23528;23528","Lacertilia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Squamata","36379",NA,NA
"648245","occurrence","70075","Pleurodira indet.","suborder","37589","Pleurodira","suborder","37589","Maastrichtian","72.1","66","23528;23528","Pleurodira",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Testudines","56475",NA,NA
"648246","occurrence","70075","Mesosuchia indet.","suborder","38339","Mesosuchia","suborder","38339","Maastrichtian","72.1","66","23528;23528","Mesosuchia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Eosuchia","37795",NA,NA
"648247","occurrence","70075","Eusuchia indet.","suborder","53188","Eusuchia","suborder","53188","Maastrichtian","72.1","66","23528;23528","Eusuchia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Eosuchia","37795",NA,NA
"648248","occurrence","70075","Crocodylia indet.","unranked clade","38309","Crocodylia","unranked clade","96626","Maastrichtian","72.1","66","23528;23528","Crocodylia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.",NA,NA,NA,"Crocodylia","36582",NA,NA
"648249","occurrence","70075","Nodosauridae indet.","family","38817","Nodosauridae","family","38817","Maastrichtian","72.1","66","23528;23528","Nodosauridae",NA,"indet.",NA,NA,NA,"Ornithischia","38712","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.","Nodosauridae","38817",NA,NA,NA,NA,NA
"648250","occurrence","70076","Laplatasaurus madagascariensis","species","64325","Titanosaurus madagascariensis","species","64324","Maastrichtian","72.1","66","23528;23528","Laplatasaurus",NA,"madagascariensis",NA,"Titanosaurus","38694","Saurischia","38505","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.; located 7-8 m below the ""Maastrichtian oyster bed"" (= Berivotra Fm.)",NA,NA,NA,NA,NA,NA,NA
"648251","occurrence","70075","Majungasaurus crenatissimus","species","53957","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","23528;23528","Majungasaurus",NA,"crenatissimus",NA,"Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","outcrop",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed","""bed 3"" - Maevarano Fm.","Abelisauridae","53942",NA,NA,NA,NA,NA
"649959","occurrence","70246","Stegosaurus madagascariensis n. sp.","species","64554","Stegosaurus madagascariensis","species","64554","Maastrichtian","72.1","66","23581;23581","Stegosaurus",NA,"madagascariensis","n. sp.",NA,NA,"Ornithischia","38712","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","local area",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,NA,NA,NA,NA
"650009","occurrence","70262","Dinosauria indet.","unranked clade","52775","Dinosauria","unranked clade","91968","Maastrichtian","72.1","66","23580;23580","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.594540","-15.899497","MG","Mahajanga","small collection",43.77,-36.56,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Eosuchia","37795",NA,NA
"650013","occurrence","70263","Dinosauria indet.","unranked clade","52775","Dinosauria","unranked clade","91968","Maastrichtian","72.1","66","23580;23580","Dinosauria",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.586792","-15.912471","MG","Mahajanga","small collection",43.76,-36.57,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Eosuchia","37795",NA,NA
"662959","occurrence","71399","Majungatholus atopus","species","56395","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","24130;24130","Majungatholus",NA,"atopus",NA,"Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.581619","-15.901629","MG","Mahajanga","local area",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","member",NA,"Abelisauridae","53942",NA,NA,NA,NA,NA
"662960","occurrence","71399","Masiakasaurus knopfleri","species","56389","Masiakasaurus knopfleri","species","56389","Maastrichtian","72.1","66","24130;24130","Masiakasaurus",NA,"knopfleri",NA,"Masiakasaurus","56388","Saurischia","38505","Chordata","33815","46.581619","-15.901629","MG","Mahajanga","local area",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","member",NA,"Noasauridae","54535",NA,NA,NA,NA,NA
"662961","occurrence","71399","Dromaeosauridae aff. indet.","family","38561","Dromaeosauridae","family","38561","Maastrichtian","72.1","66","24130;24130","Dromaeosauridae","aff.","indet.",NA,NA,NA,"Saurischia","38505","Chordata","33815","46.581619","-15.901629","MG","Mahajanga","local area",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","member",NA,"Dromaeosauridae","38561",NA,"Avetheropoda","55483",NA,NA
"681843","occurrence","55271","Majungasaurus crenatissimus","species","53957","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","24665;24665","Majungasaurus",NA,"crenatissimus",NA,"Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Abelisauridae","53942",NA,NA,NA,NA,NA
"681844","occurrence","55270","Majungasaurus crenatissimus","species","53957","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","24665;24665","Majungasaurus",NA,"crenatissimus",NA,"Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.602779","-15.900833","MG","Mahajanga","small collection",43.78,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","Facies 2 of member, 9.6 m below top of formation and base of Berivotra Fm.","Abelisauridae","53942",NA,NA,NA,NA,NA
"681845","occurrence","55268","Majungasaurus crenatissimus","species","53957","Majungasaurus crenatissimus","species","53957","Maastrichtian","72.1","66","24665;24665","Majungasaurus",NA,"crenatissimus",NA,"Majungasaurus","38582","Saurischia","38505","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Abelisauridae","53942",NA,NA,NA,NA,NA
"721128","occurrence","77393","Simosuchus n. gen. clarki n. sp.","species","114399","Simosuchus clarki","species","114399","Maastrichtian","72.1","66","26199;26199","Simosuchus","n. gen.","clarki","n. sp.","Simosuchus","114380","Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Eosuchia","37795",NA,NA
